name,rate,Mean Rating,cuisines,cost
Kesar Restaurant,3.6,3.07,north indian chinese south indian,200.0
Mini Forest,3.3,2.63,fast food desserts,500.0
Gopal Kabab Centre,3.3,2.63,north indian,350.0
The Cake Ville,3.2,2.48,bakery desserts fast food,300.0
Nandi Bidadi Thatte Idli,2.9,2.04,south indian,100.0
Gowdru Military Hotel,3.2,2.56,biryani south indian,300.0
Appam Centre,3.2,2.48,kerala,200.0
Sang Grail,3.6,3.07,healthy food,300.0
Akshaya Donne Biriyani,3.1,2.33,biryani south indian kebab,300.0
Once In Nature,3.7,3.22,healthy food,300.0
Biryani Times,3.5,2.93,biryani,300.0
Tandoori Spot,3.5,2.93,north indian chinese,500.0
Chicken Dera,3.0,2.19,mughlai kebab biryani,400.0
Nati Palace,3.5,2.93,south indian north indian,200.0
Fujian Express,3.5,3.0,chinese thai,200.0
Banashankari Nati Style,3.6,3.07,south indian,300.0
Five Star Chicken,3.9,2.94,burger fast food roast chicken finger food,300.0
Halli Mane MUDDE OOTA,3.5,2.93,south indian,300.0
BANGALORE BOX,4.1,3.86,asian continental finger food,1.5
Gud Dhani,4.0,3.67,rajasthani,500.0
Zatar House,4.0,3.67,south indian north indian chinese,400.0
Bathinda Junction,3.9,3.57,north indian,600.0
New Kabab Plaza,3.7,3.22,north indian chinese,500.0
Hiyar Majhe Kolkata,4.0,3.67,bengali north indian,400.0
Sankranthi Veg Restaurant,3.0,2.19,south indian north indian chinese,600.0
Swad Restaurant,3.7,3.22,chinese north indian,550.0
Litti Twist,4.2,3.89,north indian bihari,300.0
RBP Greens Garden,2.7,1.74,north indian chinese,700.0
Kalingas,3.9,3.52,oriya fast food,250.0
YummRajj,3.3,2.63,fast food,500.0
Gorbandh,4.1,3.81,fast food north indian,400.0
JP Fish Land,3.6,3.07,seafood,300.0
Nanna Munna Paratha House,4.0,3.67,north indian,300.0
Daniyal's,3.1,2.58,north indian biryani mughlai kebab,800.0
Swad Punjab Da,3.7,3.44,north indian,150.0
New South Corner,3.7,3.22,south indian north indian chinese,300.0
Taste Of Kolkata,3.1,2.33,bengali chinese rolls,400.0
Dilish Kitchens,3.7,3.22,north indian chinese,500.0
The Hungers Zone,3.8,3.37,fast food italian pizza,300.0
Baba Ka Dhaba,3.7,3.22,north indian,400.0
Sai Jagannath Food and Chats Point,3.8,3.37,south indian chinese,300.0
Joey's,3.7,3.22,chinese fast food,300.0
Limra Hotel,3.3,2.63,chinese north indian,300.0
Hungry Buddies,3.3,2.63,north indian,150.0
Hearts Unlock Cafe,3.2,2.48,cafe healthy food,500.0
Blue Berry Restaurant,2.9,2.53,north indian kerala chinese,600.0
Kafe Nook,3.6,3.07,fast food,300.0
RSS Donne Biryani,3.3,2.63,biryani,300.0
Aha Juice Bar,3.6,3.07,beverages fast food,200.0
RK Fresh Food,3.5,2.93,fast food,300.0
RCS Kitchen,3.3,2.63,continental,500.0
Desi Wok,2.7,1.74,north indian chinese,500.0
Namana Garden,2.6,1.59,north indian south indian chinese street food,400.0
Biriyani Angadi,3.2,2.48,biryani,200.0
Biryani Magic,3.5,2.93,north indian biryani,300.0
Sri Sankara Cafe,3.6,3.07,south indian,100.0
Mahesh Friends Food Center,2.9,2.04,chinese north indian,300.0
Swad Plaza,3.4,2.78,north indian chinese,400.0
Diya's Findish,3.3,2.63,north indian chinese bengali,500.0
Chicken Magic,3.7,3.22,chinese north indian,300.0
New Mahesh Friends Food Corner,3.2,2.48,north indian chinese,300.0
Bay Root,3.7,3.22,north indian arabian,400.0
Amontron,3.9,3.52,bengali,650.0
Sri Lakshmi Dhaba,2.9,2.04,north indian,250.0
Deja Vu Resto Bar,4.4,4.26,north indian italian,900.0
Chavadi,4.4,4.26,continental north indian pizza italian,1.2
TGI Fridays,3.9,3.52,american burger italian steak,1.7
Simply Indian,3.9,3.52,north indian chinese seafood biryani mangalorean,800.0
Terrace Lounge,3.6,3.07,north indian chinese seafood,1.6
Hakuna Matata,4.5,4.41,north indian asian seafood chinese,1.2
Brewsky,4.4,4.26,continental american,1.6
55 Wall Street,3.9,3.52,finger food north indian chinese,1.3
Crumb Together,4.1,3.81,continental finger food north indian chinese,1.2
Bottle Breacher,4.1,3.81,italian continental,1.2
Watson's,4.0,3.67,finger food chinese continental,1.3
Casa Piccosa,4.1,3.81,south american continental italian,1.1
Coconut Grove,3.4,2.78,south indian chettinad kerala seafood,1.1
Turquoise,2.8,1.89,north indian,1.2
BANGALORE BOX,4.1,3.86,asian continental finger food,1.5
Subz,4.2,3.96,north indian south indian,1.0
Grand Village,3.8,3.37,north indian rajasthani,600.0
Timepass Dinner,3.8,3.37,north indian,600.0
MG's Fine Dining & Bar - Springs Hotel & Spa,3.8,3.37,north indian asian continental,800.0
1947,4.1,3.76,north indian chinese,950.0
Chutney Chang,4.1,3.81,north indian chinese bbq,1.5
Empire Restaurant,4.4,3.94,north indian mughlai south indian chinese,750.0
Jalsa,4.1,3.81,north indian mughlai chinese,800.0
Udupi Sri Krishna Cafe,3.9,3.52,north indian south indian,600.0
San Churro Cafe,3.8,3.37,cafe mexican italian,800.0
Tree Top,3.8,3.37,continental chinese north indian south indian,1.0
Samskruti - Sanman Gardenia,4.1,3.81,north indian chinese south indian,550.0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,3.8,3.37,north indian afghani,1.35
The Yellow Chilli,3.8,3.37,north indian mughlai biryani,1.2
Tea Villa Cafe,4.3,4.11,cafe continental mediterranean italian desserts,800.0
Cafe Cosy,4.1,3.81,cafe chinese continental fast food,800.0
Onesta,4.6,4.44,pizza cafe italian,600.0
Steaming Mugs,3.9,3.52,cafe,700.0
Srinathji's Cafe,3.8,3.37,north indian cafe chinese fast food,550.0
Redberrys,4.0,3.67,cafe italian,600.0
Cafe Aira,4.1,3.81,cafe continental beverages desserts,500.0
Cafe Mondo,3.7,3.22,cafe italian beverages,600.0
1980s Games Cafe,3.4,2.78,cafe fast food,400.0
Cafe Coffee Day,2.8,2.7,cafe fast food,900.0
Go Native,4.3,4.11,healthy food cafe beverages,800.0
Alchemy Coffee Roasters,4.2,3.96,cafe,500.0
Rooftop Cafe,4.1,3.81,cafe fast food beverages,400.0
Enerjuvate Studio & Cafe,4.2,3.96,cafe continental beverages healthy food desserts sandwich pizza salad,800.0
The Caramelts Cafe,4.2,3.96,cafe salad wraps beverages,800.0
SlimSins Cafe,4.1,3.81,cafe healthy food,850.0
Cafe Ajfan,4.2,3.96,cafe continental beverages,700.0
Cafe Shuffle,4.2,3.96,cafe italian continental,600.0
Krazzy Folds,4.2,3.96,cafe continental sandwich beverages,800.0
Penthouse Cafe,4.0,3.67,cafe italian continental,700.0
The Blue Wagon - Kitchen,4.6,4.56,cafe beverages,400.0
Smacznego,4.2,3.96,cafe mexican italian momos beverages,550.0
The Airos,4.1,3.81,cafe italian pizza,650.0
Starbucks,4.1,3.67,cafe desserts,700.0
San Churro Cafe,3.8,3.37,cafe mexican italian,800.0
Cafe Vivacity,3.8,3.37,cafe,650.0
The Studio Cafe,3.8,3.37,cafe beverages,400.0
Kirthi's Biryani,3.8,3.37,chinese cafe italian,700.0
La Grande Cafe,3.8,3.37,cafe,400.0
36th Cross Coffee Mane,3.6,3.07,south indian chinese beverages cafe coffee fast food momos north indian,200.0
4th Tea Block,4.0,3.67,cafe,150.0
Grazers,3.9,3.52,cafe burger continental italian desserts,650.0
Cuppa,3.2,2.73,cafe fast food,550.0
Coffee Tindi,3.8,3.37,cafe south indian,200.0
Brews N Bites,2.9,1.89,chinese fast food cafe,650.0
Brew Bakes,3.4,2.78,cafe continental italian,550.0
Bread and Circus,3.7,3.22,cafe fast food pizza burger,550.0
Java City,2.6,1.59,cafe american pizza,450.0
Swati Cafe,2.9,2.04,cafe fast food,500.0
Sea Green Cafe,3.3,2.63,cafe fast food beverages,500.0
Rustic Treats,3.3,2.63,street food cafe,400.0
360 Atoms Restaurant And Cafe,3.1,2.33,cafe chinese continental italian,400.0
People Tree Cafe,3.7,3.22,cafe fast food beverages,400.0
Al Diwan Biryanis And More,3.3,2.63,biryani,300.0
eat.fit,4.6,4.41,healthy food north indian biryani continental sandwich desserts,500.0
FreshMenu,3.9,3.04,healthy food chinese biryani north indian continental salad american burger,450.0
Five Star Chicken,3.4,2.94,fast food burger,200.0
Leon Grill,4.1,3.81,burger turkish arabian fast food salad healthy food desserts,500.0
Dr. Bubbles,4.2,3.96,beverages desserts,400.0
Empire Restaurant,4.4,3.94,north indian mughlai south indian chinese,750.0
Anna Kuteera,4.0,3.67,south indian north indian chinese,450.0
Energy Addaa,4.2,3.96,salad healthy food sandwich juices burger desserts pizza,500.0
Dev Sagar - Food Street,4.1,3.81,street food,200.0
KFC,3.8,3.26,burger fast food,450.0
Bengaluru Coffee House,4.1,3.81,south indian north indian chinese street food,300.0
Shanmukha,4.0,3.0,biryani andhra north indian chinese,800.0
Bhukkhad Baba,3.7,3.22,north indian beverages,250.0
Chinese Square,3.9,3.52,chinese,200.0
House Of Kebabs,3.8,3.37,north indian kebab biryani chinese,650.0
Subway,3.7,3.03,salad fast food,600.0
Kolkata Kathi Rolls,3.8,3.37,rolls,150.0
Mysuru Coffee Thindi,4.1,3.81,south indian coffee,200.0
Smoke-A-Pot,3.6,3.07,biryani north indian rolls,500.0
Chaatimes,3.8,3.39,street food fast food,200.0
Wamama,4.2,3.96,asian korean indonesian japanese chinese thai momos,800.0
Shanthi Sagar,3.6,2.83,south indian north indian chinese,400.0
Just Shawarma,4.3,3.43,arabian,300.0
Chinese Kitchen,3.8,3.37,chinese,150.0
Vijayalakshmi,3.9,3.52,south indian,200.0
Burger King,3.2,3.03,burger fast food beverages,600.0
Smacznego,4.2,3.96,cafe mexican italian momos beverages,550.0
Kabab Magic,4.1,3.44,north indian kebab chinese fast food,400.0
Lassi Corner,3.7,3.27,beverages ice cream,150.0
The Biriyani Pedia,3.9,3.52,biryani,300.0
Paratha Junction,3.2,1.94,north indian chinese,300.0
SL Vadapav,4.0,3.67,maharashtrian,100.0
Adithya,4.0,3.31,south indian north indian chinese,300.0
Paradise,4.0,3.67,biryani north indian kebab,800.0
Biryanis And More,4.0,3.72,biryani north indian chinese andhra south indian,750.0
Wazir's,3.3,2.63,north indian chinese,500.0
Krispy Kreme,4.0,3.44,desserts beverages,300.0
Udupi Upahar,3.8,3.37,south indian chinese north indian juices,300.0
Kababs N Biryani,3.4,2.78,south indian,200.0
Madeena Hotel,3.9,3.52,north indian mughlai biryani,400.0
Roti Ghar,3.9,3.52,north indian chinese south indian,500.0
Marenahalli Donne Biriyani,3.9,3.52,biryani fast food,300.0
Onesta,4.6,4.44,pizza cafe italian,600.0
Namma Brahmin's Idli,3.6,3.07,south indian,100.0
Polar Bear,3.8,3.47,ice cream desserts beverages sandwich,400.0
Behrouz Biryani,3.9,3.59,biryani,650.0
Namma Banashankari Donne Biryani,4.0,3.67,biryani kebab,250.0
Puliyogare Point,4.2,3.96,south indian,100.0
Kedia's Fun Food,4.3,4.11,north indian street food juices,200.0
Sri Udupi Food Hub,4.1,3.81,south indian north indian chinese beverages,500.0
Udupi Ruchi,3.9,3.48,south indian north indian chinese street food,200.0
Donne Biriyani House,3.9,3.05,south indian north indian chinese biryani,400.0
Banashankari Donne Biriyani,3.8,3.37,biryani fast food,300.0
Dadi's Dum Biryani,4.1,3.72,biryani north indian mughlai,800.0
Pizza Hut,3.8,2.42,pizza fast food,750.0
Bhattara Bhojana,3.6,3.07,south indian,150.0
Meghana Foods,4.4,4.31,biryani north indian chinese,600.0
Kabab Mehal,3.7,3.27,kebab north indian fast food beverages,400.0
Ovenstory Pizza,3.9,3.57,pizza,750.0
Chicken County Grand,3.9,3.52,north indian chinese,650.0
Sweet Truth,3.9,3.52,bakery desserts,500.0
Prasiddhi Food Corner,3.7,3.22,fast food north indian south indian,200.0
Fresh Kitchen,3.4,2.78,north indian chinese,600.0
Chai Point,3.2,2.96,tea beverages fast food,250.0
Twiststick House,4.1,3.81,continental fast food street food momos,500.0
Starlite Bakery & Fastfood,3.7,3.22,north indian chinese rolls bakery arabian charcoal chicken desserts,300.0
Wahab,3.7,3.22,north indian mughlai chinese,350.0
Faasos,4.2,3.65,north indian biryani fast food,500.0
Grazers,3.9,3.52,cafe burger continental italian desserts,650.0
Szechuan Dragon,4.2,3.96,chinese thai momos,600.0
Patio 805,4.1,3.81,thai vietnamese asian chinese,1.2
Janahaar,3.8,3.37,south indian,100.0
Juicy Momos,3.5,2.73,tibetan momos,250.0
Gama Gama,3.9,3.52,south indian,200.0
Upahara Darshini,4.0,3.62,south indian north indian chinese,400.0
Bangalore Agarwal Bhavan,3.9,3.52,street food north indian south indian,400.0
Just Thindi,3.6,3.07,south indian,200.0
SLV Corner Restaurant,4.1,3.81,south indian chinese north indian street food rolls juices,550.0
Tummy Fuel,4.2,3.96,cafe beverages fast food,400.0
XO Belgian Waffle,3.9,3.72,desserts beverages,400.0
Kanti Sweets,3.9,3.54,mithai street food,400.0
Firangi Bake,4.0,3.7,mexican italian,600.0
Vinny's,4.2,3.96,pizza italian continental desserts,800.0
Pani Kum Chai,3.9,3.52,fast food,200.0
Mini Punjabi Dhaba,4.2,3.96,north indian,350.0
Matru Sagar,3.6,3.12,south indian north indian chinese,250.0
Stories,4.2,3.96,american chinese continental north indian,1.2
Lassi Shop,3.7,3.26,beverages juices,100.0
Tanna's Kitchen,3.1,2.33,italian chinese street food,250.0
Andhra Ruchulu,4.2,3.89,andhra north indian,800.0
HOT COFFEE,4.1,3.81,south indian chinese,150.0
Goli Vada Pav No. 1,3.7,3.07,street food,200.0
Savoury - Sea Shell Restaurant,3.9,3.52,arabian north indian chinese seafood biryani rolls beverages,900.0
Rajanna Military Hotel,4.1,3.81,biryani fast food,400.0
Rustic Stove,3.8,3.37,north indian south indian biryani beverages,900.0
Cafe Zone,3.9,3.52,fast food chinese rolls,300.0
Sri Sai 99 Variety Dosa,3.6,3.22,south indian,300.0
Hotel New Karavali,3.8,3.37,mangalorean south indian north indian,300.0
Donne Biryani & Kabab Corner,3.3,2.63,chinese biryani,200.0
Shawarma Inc,3.1,2.38,rolls lebanese,250.0
Protein Grillhouse,4.2,3.96,healthy food continental juices salad burger beverages desserts,800.0
Pizza Mane,3.5,2.93,pizza sandwich burger fast food,150.0
Diabetics Dezire Sugarless Sweets and Bakes,3.3,2.63,desserts mithai,300.0
Sandwichwallas,3.9,3.37,fast food,200.0
Old Mumbai Ice Cream,3.9,3.48,ice cream,150.0
Shakes Theory,4.5,4.41,beverages sandwich,300.0
Punjabi by Nature 2.0,4.2,3.96,north indian,1.6
Peace Restaurant,2.8,1.89,chinese tibetan,500.0
Bhojohori Manna,3.7,3.22,bengali mughlai,650.0
Pin Me Down,4.5,4.41,continental mexican chinese north indian,800.0
Swathi Deluxe Restaurant,3.0,2.19,north indian,500.0
Ishta Cafe,3.9,3.52,pizza south indian healthy food,500.0
Bikaner Jn,3.9,3.52,rajasthani,300.0
Chilli Flakes,3.6,3.07,fast food italian beverages,500.0
Chetty's Corner,3.6,2.93,fast food burger,150.0
Pathaan Sir,3.2,2.83,fast food rolls momos,250.0
Cake Ghar,3.8,3.37,bakery,400.0
Cakewala,4.3,4.04,bakery desserts,500.0
The Belgian Waffle Co.,3.8,3.37,desserts beverages,350.0
Mystique Palate,4.1,3.81,chinese fast food,300.0
UP Style North Indian Food,3.6,3.07,north indian,100.0
Namma Biryani,3.6,3.07,biryani chinese north indian,250.0
Cool Corner,4.2,3.96,street food fast food,250.0
Wat-a-Burger!,4.0,3.67,burger sandwich beverages,500.0
Roll Over,4.1,3.81,desserts ice cream beverages fast food sandwich,500.0
Sri Sai Cafe,3.5,2.93,south indian,200.0
Cake Yard,3.3,2.67,desserts,250.0
Classic Shop,3.7,3.22,beverages juices,150.0
Food And You,3.9,3.52,north indian south indian gujarati,350.0
Iyengar Bakery,3.6,3.12,bakery fast food desserts beverages,200.0
Vakulaa Veg Restaurant,3.9,3.52,south indian north indian,200.0
Paradise Premium,3.1,2.33,biryani andhra hyderabadi north indian,700.0
Ande Ka Funda,3.8,3.07,north indian fast food rolls,250.0
McDonald's,3.6,3.42,burger fast food,500.0
Malabar Bay,4.2,3.96,kerala seafood chinese biryani juices,800.0
Sahana's (Nati Style),3.7,3.22,north indian,350.0
Eurasia Pasta and Barbeque by Little Italy,4.1,3.81,italian fast food salad bbq,1.2
Cafe Coffee Day,3.4,2.7,cafe fast food,900.0
Turkish Shawarma,3.6,3.07,rolls,200.0
Swadd Kitchen,3.4,2.78,north indian fast food,500.0
Canton,3.6,3.07,chinese seafood biryani,800.0
Pure & Natural,3.9,3.52,fast food continental beverages salad healthy food,500.0
Stoned Monkey,4.3,3.91,desserts ice cream,500.0
Cravy Wings,4.2,3.96,american burger fast food,400.0
Dakshin Grand,3.0,2.19,south indian north indian chinese street food,300.0
Frozen Bottle,4.2,3.59,beverages desserts ice cream,400.0
Soup Station,3.6,3.07,continental,250.0
Pancuzzi,4.2,3.96,cafe beverages desserts,600.0
Meat And Eat,3.1,2.63,fast food burger,500.0
Asha Sweets Centre,3.6,3.16,fast food,250.0
Ross Kitchen,3.6,3.07,chinese,400.0
Sandwich Hub,3.4,2.78,fast food sandwich,300.0
Ambur Star Dum Biryani,3.4,2.78,biryani,100.0
Fanoos Xprss,3.7,3.22,arabian rolls north indian bbq,400.0
Khan Saheb Grills and Rolls,3.9,3.52,fast food rolls,350.0
Desi Vdesi,3.9,3.52,fast food north indian rolls,250.0
Bhavani Chats N Juice,3.9,3.52,beverages street food,200.0
Chai Mane,3.6,2.88,juices fast food,150.0
Chumma Delicious,3.7,3.22,south indian fast food,200.0
LIT Gastro Pub,3.8,3.37,chinese continental burger pizza,1.0
Catch-up-ino,3.9,3.52,cafe fast food continental chinese momos,800.0
Bake Addiction,4.0,3.67,bakery desserts,500.0
Go Native,4.3,4.11,healthy food cafe beverages,800.0
Rooftop Cafe,4.1,3.81,cafe fast food beverages,400.0
San Churro Cafe,3.8,3.37,cafe mexican italian,800.0
Karavali Kolimane,3.7,3.22,mangalorean chinese north indian,350.0
Sukh Sagar,3.8,3.37,south indian north indian chinese street food,450.0
Durga Sagar,3.3,2.63,south indian,150.0
Steaming Mugs,3.9,3.52,cafe,700.0
Jayanagara Donne Biryani,3.6,3.07,biryani south indian,400.0
Bakers Town,3.6,3.22,cafe continental fast food,700.0
Anda Ka Funda,3.4,2.78,north indian chinese rolls,250.0
Juice Junction Food Court,3.7,3.26,juices south indian chinese fast food,200.0
Domino's Pizza,3.7,3.18,pizza fast food,800.0
Big Mishra Pedha,2.9,2.27,mithai,250.0
Amande Patisserie,4.0,3.67,bakery french desserts,300.0
S M V Snacks Corner,3.7,3.22,fast food,200.0
Kaapi Kendra,3.7,3.22,south indian,100.0
Ice Cream Works,4.1,3.81,desserts ice cream,300.0
Sri Rajasthani Foods,3.5,3.0,rajasthani north indian,200.0
Sandwich Mama's And Frozen Monster,3.8,3.37,ice cream beverages fast food,250.0
Sreeraj Lassi Bar,3.9,3.72,beverages desserts,150.0
Mangalore Pearl,3.8,3.37,mangalorean seafood chinese biryani,650.0
Rajathadri Food Fort,4.0,3.67,south indian north indian chinese street food,600.0
Penthouse Cafe,4.0,3.67,cafe italian continental,700.0
Lalbagh Grand,3.0,2.23,south indian north indian chinese,250.0
Rahhams,2.6,1.59,mughlai north indian chinese,700.0
Udupi Upachar,3.3,2.63,south indian north indian,500.0
Baskin Robbins,3.6,3.22,ice cream desserts,250.0
Shree Mahalakshmi Sweets,3.2,2.48,mithai street food,100.0
Hushy's Kitchen,3.5,2.93,fast food,300.0
Magic Meals,3.7,3.22,fast food desserts beverages,400.0
Cafe Shuffle,4.2,3.96,cafe italian continental,600.0
Tandoori Knight,3.0,2.19,north indian chinese biryani kebab,450.0
Shreyas Upahar & Burger Point,3.0,2.28,south indian burger,200.0
The Cake City,3.2,2.48,chinese continental desserts bakery,300.0
Bubblewrap Waffle Co.,4.4,4.26,desserts beverages,400.0
Waffle Stories,4.2,3.86,desserts beverages,300.0
Grillopia,3.8,3.37,burger pizza fast food,1.0
Cross Road Cafe,3.9,3.52,cafe fast food chinese,300.0
Pizza Stop,3.8,3.22,pizza italian,600.0
Kolkata King,3.4,2.88,fast food rolls,300.0
North Rasoe,3.1,2.33,north indian chinese biryani kebab,500.0
Ruchi's Corner,2.7,1.74,fast food,200.0
Naati Manae,3.1,2.33,south indian biryani,500.0
Hotel Empark,3.4,2.78,chinese north indian arabian,800.0
Swadesh Tadka,3.5,2.93,north indian chinese beverages,600.0
Lassi Stop,3.4,2.78,beverages fast food juices,150.0
The Chocolate Room,3.9,3.52,cafe desserts,400.0
Navami,3.5,2.93,andhra north indian chinese mangalorean seafood biryani,600.0
Sri Guru Kottureshwara Davangere Benne Dosa,4.1,3.81,south indian,150.0
Ibaco,4.0,3.52,desserts,300.0
Toscano,4.3,4.11,italian salad,1.3
Shringar Sweets & Snacks,3.5,2.93,mithai south indian street food fast food,200.0
Utsav Restaurant,3.8,3.31,north indian chinese,300.0
Hatti Kaapi,4.0,3.67,south indian beverages,200.0
Havmor,3.8,3.19,ice cream desserts,200.0
The Pizzeria,2.8,1.89,pizza italian salad,800.0
Karavali Family Restaurant,3.5,2.93,seafood biryani south indian north indian chinese,500.0
Little Cafe,3.7,3.22,cafe beverages,600.0
Bangarpet Chat Express,3.3,2.63,street food fast food,100.0
Salut,4.1,3.81,continental finger food seafood pizza,1.2
Aadhya Hotel,3.3,2.63,south indian north indian chinese biryani,800.0
Sri Krishna Sweets,3.7,3.22,mithai desserts,250.0
Quench & Crunch,3.6,3.07,beverages fast food,150.0
Shake It Off,4.4,3.86,beverages fast food,600.0
Xpress Chai,3.7,2.93,tea,150.0
Cafe Ajfan,4.2,3.96,cafe continental beverages,700.0
Kettle & Kegs,3.2,2.53,tea beverages,200.0
Curry Leaves,4.1,3.81,andhra north indian chinese,800.0
Thanco's Natural Ice Cream,3.6,3.07,ice cream desserts,450.0
Cane-O-La,3.8,3.37,juices,100.0
Ruchis Point,3.8,3.37,fast food chinese,200.0
Mudpipe Cafe,4.5,3.74,cafe continental burger,900.0
Karavali Grand,3.7,3.22,mangalorean seafood north indian chinese,600.0
Chai Kraft,4.1,3.81,beverages tea,100.0
Vietnamese Kitchen,3.6,3.07,vietnamese,700.0
Udupi Grand,3.8,3.37,south indian north indian chinese,300.0
The Krishna Grand Xpress,4.0,3.67,south indian fast food,350.0
City Durbar,3.7,3.22,north indian chinese biryani,450.0
World of Waffles,3.9,3.52,desserts,400.0
Just Bunny,3.5,2.93,fast food,200.0
Chinese House,2.8,1.89,chinese thai momos,300.0
Ragoo's,3.9,3.52,italian pizza north indian salad,800.0
Nammura Donne Biriyani,3.5,2.83,mughlai biryani,400.0
Marzipan @ The Bohemian House,4.2,3.96,cafe,700.0
Masale Daan,3.1,2.33,north indian,350.0
Udupi Sri Krishna Cafe,3.9,3.52,north indian south indian,600.0
A2B Veg - Adyar Ananda Bhavan,2.7,1.74,south indian fast food street food,400.0
J K Fish Land,3.6,3.07,seafood mangalorean,300.0
Shri Vinayaka Ice N Juice,3.2,2.6,beverages fast food,150.0
Kirthi's Biryani,3.8,3.37,chinese cafe italian,700.0
Indori Chatorey,2.8,1.89,north indian street food,300.0
Brew Meister,4.1,3.81,north indian continental finger food american asian,1.5
Maruthi Davangere Benne Dosa,4.0,3.67,south indian,150.0
Thamboola,3.9,3.52,north indian chinese continental,800.0
Swarga Ruchi,3.3,2.63,south indian,200.0
Bombay Kulfi,3.8,3.27,desserts ice cream,150.0
Nandhanus Rasoi,3.4,2.78,chinese rolls north indian,200.0
Cafe Mondo,3.7,3.22,cafe italian beverages,600.0
Mockaholic Restro Beer Cafe,3.9,3.52,north indian chinese pizza bbq,1.0
Navi Food Point,3.6,3.07,fast food,200.0
Ugadi,2.9,2.04,north indian chinese biryani andhra mangalorean,700.0
3 Spice,3.9,3.52,north indian chinese,450.0
Ascharya Hotel,3.3,2.63,mangalorean south indian,300.0
Waffle-A-Go Go,3.9,3.52,fast food desserts ice cream,400.0
Mug N Bean,3.9,3.52,cafe continental italian burger,400.0
Jalaram Sweets,3.8,3.37,desserts mithai,250.0
My Tea House,3.6,3.07,italian fast food cafe european,600.0
Bakers77,4.0,3.67,bakery fast food,400.0
Chai Culture,3.6,3.07,beverages,200.0
In Time Cane Juice,3.5,2.93,juices beverages,100.0
Pappu Da Dhaba,3.0,2.19,north indian fast food beverages momos,400.0
Desi Inn,3.5,2.93,north indian,300.0
360 Atoms Restaurant And Cafe,3.1,2.33,cafe chinese continental italian,400.0
Paratha Merchant,3.1,2.33,north indian,300.0
Black Cup Cafe,3.7,3.22,cafe fast food beverages,400.0
Pop Hop,4.1,3.81,ice cream desserts,300.0
Sri Yaksha Shiv Sagar,3.6,3.07,north indian chinese,600.0
Chung Wah,3.9,3.47,chinese momos thai vietnamese,900.0
Aramane Donne Briyani,4.0,3.67,biryani fast food,300.0
Nandhi Andhra Style Family Restaurant,3.4,2.78,seafood biryani south indian north indian chinese kebab,400.0
New Udupi Upahar,3.5,2.93,south indian north indian,300.0
Ramji Chaiwale,3.6,3.07,beverages fast food,250.0
Tangra Indo - Chinese Cuisine,3.6,3.07,chinese thai,400.0
1441 Pizzeria,4.1,3.81,pizza salad,800.0
New Chickpete Donne Biryani,3.5,2.93,biryani,250.0
The Airos,4.1,3.81,cafe italian pizza,650.0
Woody's,2.6,1.59,chinese south indian north indian,650.0
Sea Spice by 7 Star,4.0,3.67,seafood biryani beverages south indian north indian kebab,1.2
Rasoi,3.3,2.63,north indian chinese,300.0
Bread and Circus,3.7,3.22,cafe fast food pizza burger,550.0
Maiyas,4.0,3.67,north indian south indian fast food juices,200.0
Mumbai Badam Milk & Lassi Center,3.6,3.07,beverages desserts,100.0
South Point Pub,3.4,2.78,north indian seafood chinese,800.0
Hari Super Sandwich,4.1,3.72,fast food street food,200.0
Gokul Veg,3.8,3.37,north indian chinese beverages,750.0
AM WOW,3.4,2.78,beverages,100.0
Hotel Smile,3.1,2.33,north indian chinese,400.0
David's Kitchen,3.5,2.93,north indian south indian chinese,200.0
Prems Graama Bhojanam,4.3,4.11,south indian,400.0
Fudge,3.2,3.07,desserts momos,200.0
Navya Foods,3.4,2.78,north indian fast food,300.0
Cafe Vivacity,3.8,3.37,cafe,650.0
Eat Repeat Express,3.2,2.48,north indian south indian chinese biryani mexican,700.0
Shyvan Restaurant,3.6,3.07,north indian chinese,500.0
Iceberg Icecreams,4.0,3.67,desserts ice cream,250.0
Mecaf Family Restaurant,3.9,3.52,north indian chinese fast food,400.0
By 2 Coffee,4.3,3.62,south indian,100.0
Chocoberry,3.5,2.93,ice cream desserts beverages,400.0
Java City,2.6,1.59,cafe american pizza,450.0
Coffee Tindi,3.8,3.37,cafe south indian,200.0
Quench The Juice Lounge,3.6,3.07,beverages juices ice cream,150.0
Euki,4.1,3.81,italian mexican,900.0
Bangalore Donne Biriyani,3.2,2.48,south indian biryani,300.0
The Grillo,2.8,1.89,south indian arabian chinese north indian seafood mangalorean,500.0
Kalpavriksha Upahara,3.9,3.52,south indian north indian chinese,400.0
Churchill's,4.1,3.81,north indian continental,1.1
Bunt's Biriyani Palace,3.0,2.19,north indian south indian chinese biryani seafood,400.0
Anand Donne Biriyani,3.6,3.07,biryani,200.0
Shree Udupi Grand,3.8,3.22,south indian north indian chinese,600.0
Vinaya Cafe,3.4,3.0,south indian street food juices,200.0
Vidya Cafe,3.2,2.48,burger fast food desserts sandwich,300.0
Bombay Talkies,3.7,3.22,maharashtrian fast food street food sandwich,200.0
Bakers Day,3.9,3.52,bakery desserts,200.0
Davanagere Benne Dose Hut,3.4,2.78,south indian,100.0
New Royal Treat,2.8,1.89,north indian chinese,350.0
